MaxTenuringThreshold,ParallelGCThreads,avgGCPause,avgPromotion,promotionTotal,totalHeapUsedMaxpc,totalHeapUsedMax,totalYoungUsedMax,totalYoungUsedMaxpc,totalTenuredUsedMax
10,16,0.00945,-188826.0,-944128.0,12.2,184.0,181.406,36.2,4747.0
10,20,0.01123,15.6,78.0,12.2,184.0,181.407,36.2,4804.0
1,4,0.00722,-89498.0,-447488.0,12.2,184.0,181.406,36.2,4720.0
13,16,0.0085,133.8,669.0,12.2,184.0,181.407,36.2,4777.0
13,20,0.00975,-182886.0,-914432.0,12.2,184.0,181.406,36.2,4720.0
4,4,0.0078,-130458.0,-652288.0,11.7,177.0,173.952,34.8,4720.0
16,16,0.00842,-98714.0,-493568.0,12.2,184.0,181.406,36.2,4720.0
16,20,0.01044,151.6,758.0,11.7,177.0,173.952,34.8,4747.0
7,4,0.00595,-36864.0,-184320.0,11.1,167.0,164.013,32.8,4720.0
7,12,0.00918,-46080.0,-230400.0,11.7,177.0,173.952,34.8,4746.0
16,24,0.01017,133.8,669.0,12.2,184.0,181.407,36.2,4804.0
16,12,0.00819,-290611.0,-1453056.0,11.7,177.0,173.952,34.8,4777.0
4,12,0.00802,-143360.0,-716800.0,12.2,184.0,181.406,36.2,4804.0
1,16,0.00911,-262758.0,-1313792.0,11.7,177.0,173.951,34.8,4777.0
1,12,0.00775,15.6,78.0,12.2,184.0,181.406,36.2,4720.0
10,24,0.01026,60.8,304.0,11.2,169.0,166.497,33.3,4720.0
10,12,0.00836,-54477.0,-272384.0,11.7,177.0,173.952,34.8,4756.0
4,16,0.00905,84.2,421.0,12.2,184.0,181.407,36.2,4804.0
13,24,0.01168,-112640.0,-563200.0,12.2,184.0,181.406,36.2,4720.0
13,12,0.00816,-161587.0,-807936.0,11.7,177.0,173.952,34.8,4803.0
7,16,0.00927,-86426.0,-432128.0,11.5,174.0,171.468,34.3,4768.0
7,8,0.00638,-205.0,-1024.0,12.2,184.0,181.406,36.2,4747.0
7,24,0.00923,-96870.0,-484352.0,12.2,184.0,181.406,36.2,4803.0
16,4,0.00774,-306176.0,-1530880.0,11.7,177.0,173.951,34.8,4777.0
1,20,0.01001,68.0,340.0,12.2,184.0,181.407,36.2,4719.0
16,8,0.00688,-410.0,-2048.0,12.2,184.0,181.406,36.2,4804.0
4,24,0.01008,52.8,264.0,12.2,184.0,181.406,36.2,4724.0
4,8,0.00673,-56115.0,-280576.0,12.2,184.0,181.407,36.2,4795.0
13,4,0.00559,-56730.0,-283648.0,11.7,177.0,173.952,34.8,4724.0
4,20,0.01103,-76595.0,-382976.0,11.7,177.0,173.951,34.8,4777.0
13,8,0.00724,9421.0,46.0,11.7,177.0,173.952,34.8,4747.0
1,8,0.00712,-15155.0,-75776.0,12.2,184.0,181.406,36.2,4777.0
1,24,0.00862,1843.0,9216.0,12.2,184.0,181.406,36.2,4804.0
10,4,0.00629,-4096.0,-20480.0,12.2,184.0,181.407,36.2,4752.0
10,8,0.00676,-109363.0,-546816.0,12.2,184.0,181.406,36.2,4720.0
7,20,0.01009,19.0,95.0,12.2,184.0,181.407,36.2,4748.0
