MaxTenuringThreshold,ParallelGCThreads,avgGCPause,avgPromotion,promotionTotal,totalHeapUsedMaxpc,totalHeapUsedMax,totalYoungUsedMax,totalYoungUsedMaxpc,totalTenuredUsedMax
10,24,0.00934,-304538.0,-1522688.0,10.2,154.0,151.586,30.3,3411.0
10,12,0.0092,-132915.0,-664576.0,10.2,154.0,151.586,30.3,3411.0
13,24,0.01206,-333824.0,-1669120.0,10.2,154.0,151.586,30.3,3355.0
13,12,0.00785,-95232.0,-476160.0,9.0,136.0,134.19,26.8,3355.0
16,24,0.00897,-297779.0,-1488896.0,8.9,134.0,131.705,26.3,3389.0
16,12,0.00815,14.6,73.0,10.7,161.0,159.041,31.8,3392.0
7,8,0.00691,-135782.0,-678912.0,9.2,139.0,136.676,27.3,3355.0
1,20,0.0102,-110797.0,-553984.0,10.7,161.0,159.042,31.8,3392.0
16,8,0.00702,35.4,177.0,10.7,161.0,159.041,31.8,3354.0
16,16,0.00832,-207053.0,-1035264.0,9.5,144.0,141.646,28.3,3411.0
16,4,0.0072,-83149.0,-415744.0,10.2,154.0,151.586,30.3,3388.0
16,20,0.00881,-211149.0,-1055744.0,10.7,161.0,159.041,31.8,3374.0
4,24,0.0099,-119398.0,-596992.0,10.7,161.0,159.041,31.8,3380.0
4,8,0.00757,-58368.0,-291840.0,10.7,161.0,159.041,31.8,3411.0
7,24,0.00912,-182682.0,-913408.0,10.7,161.0,159.041,31.8,3354.0
1,8,0.0069,27.2,136.0,10.7,161.0,159.041,31.8,3355.0
10,8,0.00674,-74342.0,-371712.0,10.2,154.0,151.586,30.3,3408.0
7,20,0.00884,-237568.0,-1187840.0,10.7,161.0,159.04,31.8,3408.0
10,16,0.00927,-121856.0,-609280.0,9.2,139.0,136.676,27.3,3411.0
10,4,0.00637,-43827.0,-219136.0,10.7,161.0,159.04,31.8,3357.0
10,20,0.01013,-99942.0,-499712.0,10.7,161.0,159.041,31.8,3355.0
4,20,0.01022,-47514.0,-237568.0,10.7,161.0,159.041,31.8,3377.0
13,8,0.00762,-87859.0,-439296.0,10.7,161.0,159.041,31.8,3374.0
13,16,0.00898,-156467.0,-782336.0,10.7,161.0,159.041,31.8,3408.0
13,4,0.00683,84.8,424.0,10.7,161.0,159.04,31.8,3392.0
13,20,0.00938,-327066.0,-1635328.0,10.2,154.0,151.586,30.3,3355.0
1,24,0.0101,-229581.0,-1147904.0,10.7,161.0,159.041,31.8,3355.0
1,4,0.00704,-33792.0,-168960.0,10.7,161.0,159.041,31.8,3411.0
4,4,0.00703,-42189.0,-210944.0,10.7,161.0,159.041,31.8,3392.0
7,4,0.00738,-35840.0,-179200.0,10.7,161.0,159.04,31.8,3411.0
4,12,0.00842,-154010.0,-770048.0,10.2,154.0,151.585,30.3,3411.0
1,16,0.00855,-176947.0,-884736.0,10.2,154.0,151.586,30.3,3392.0
7,12,0.00848,-118170.0,-590848.0,10.2,154.0,151.586,30.3,3355.0
7,16,0.00893,-268288.0,-1341440.0,10.2,154.0,151.586,30.3,3355.0
1,12,0.00826,-111411.0,-557056.0,10.7,161.0,159.041,31.8,3392.0
4,16,0.00829,-89702.0,-448512.0,10.7,161.0,159.041,31.8,3411.0
